objective_job_similarity,experience_years,education_match,certification_overlap,matching_skills,matched_score
0.2677067,0.0,0,-1,0,0.75
0.019399567,0.0,1,-1,0,0.3499999999999999
0.02583443,0.0,0,0,0,0.85
0.041736126,0.0,0,-1,0,0.65
0.30324602,0.0,1,-1,0,0.8166666666666668
0.055153593,0.0,0,-1,0,0.416666667
0.40843338,0.0,0,-1,-1,0.85
0.044875897,0.0,0,0,0,0.546666667
-0.00038320245,0.0,1,-1,0,0.7033333333333335
0.3281535,0.0,0,-1,0,0.65
0.23547655,0.0,1,-1,0,0.65
0.19937491,0.0,0,-1,0,0.716666667
0.21045686,0.0,0,-1,0,0.58
0.15081206,0.0,0,-1,0,0.626666667
0.097508386,0.0,1,-1,-1,0.85
0.26526105,0.0,0,-1,0,0.8166666666666668
0.023681022,0.0,1,-1,0,0.75
0.23351991,0.0,0,-1,-1,0.783333333
0.17386605,0.0,0,-1,-1,0.85
0.20227456,0.0,0,-1,0,0.816666667
0.026869461,0.0,1,-1,-1,0.65
0.18505749,0.0,1,-1,-1,0.85
0.18924499,0.0,1,-1,0,0.45
0.29412368,0.0,0,0,0,0.716666667
-0.010831006,0.0,0,-1,0,0.75
0.22229385,0.0,0,-1,-1,0.65
-0.01772029,0.0,-1,-1,0,0.3166666666666666
0.26616108,0.0,0,-1,0,0.553333333
0.27038032,0.0,0,-1,0,0.416666667
0.05784882,0.0,0,-1,0,0.45
0.1745291,0.0,0,-1,0,0.53
0.19828688,0.0,0,-1,0,0.65
0.05987769,0.0,1,-1,-1,0.6
0.017507132,0.0,1,0,0,0.283333333
0.18665135,0.0,-1,-1,-1,0.35
0.024835313,0.0,1,-1,0,0.793333333
0.20622209,0.0,0,-1,0,0.516666667
0.14746009,0.0,0,-1,0,0.683333333
0.008013582,0.0,0,-1,0,0.7833333333333333
0.26871485,0.0,0,0,0,0.65
0.34268293,0.0,0,-1,-1,0.826666667
0.15078233,0.0,0,-1,0,0.45
0.19530478,0.0,-1,-1,-1,0.75
-0.100579485,0.0,1,-1,0,0.85
0.10056044,0.0,0,-1,0,0.4466666666666666
0.1573376,0.0,0,-1,0,0.45
0.021317014,0.0,1,-1,0,0.65
0.008800279,0.0,-1,-1,-1,0.85
0.24604881,0.0,1,0,0,0.35
0.08103015,0.0,0,-1,0,0.35
-0.02847659,0.0,0,-1,0,0.75
0.29268128,0.0,0,-1,1,0.683333333
-0.00038320245,0.0,1,0,0,0.85
0.03128174,0.0,0,-1,0,0.7799999999999999
-0.00038320245,0.0,0,-1,0,0.85
0.017507132,0.0,0,-1,0,0.3833333333333333
0.28848153,0.0,0,-1,0,0.316666667
0.02583443,0.0,1,-1,0,0.85
0.22418365,0.0,0,0,0,0.65
0.04939373,0.0,0,0,0,0.65
0.06409325,0.0,0,-1,0,0.45
0.37463135,0.0,0,-1,-1,0.816666667
0.066958986,0.0,0,-1,0,0.433333333
-0.01772029,0.0,-1,-1,0,0.516666667
-0.03478033,0.0,1,-1,0,0.783333333
0.183932,0.0,1,0,0,0.75
0.0850343,0.0,0,-1,0,0.76
0.21225847,0.0,1,-1,-1,0.883333333
0.059839968,0.0,0,-1,-1,0.683333333
-0.100579485,0.0,1,-1,1,0.7166666666666667
0.11836073,0.0,0,-1,0,0.783333333
0.2102328,0.0,0,-1,0,0.683333333
0.23903114,0.0,0,0,1,0.65
0.25880766,0.0,0,-1,0,0.793333333
0.008013582,0.0,0,-1,1,0.816666667
0.2078119,0.0,0,-1,0,0.516666667
0.045349445,0.0,-1,-1,-1,0.816666667
0.026869461,0.0,0,-1,-1,0.826666667
0.2803937,0.0,0,0,0,0.826666667
0.20111516,0.0,0,0,0,0.38
0.05987769,0.0,1,-1,-1,0.7166666666666667
0.21691862,0.0,-1,-1,-1,0.85
0.16797695,0.0,1,0,0,0.716666667
0.19445783,0.0,0,-1,0,0.85
0.25942728,0.0,1,-1,-1,0.65
0.15143651,0.0,0,-1,-1,0.85
0.27928838,0.0,-1,-1,-1,0.7600000000000001
0.017507132,0.0,0,-1,0,0.35
0.13012834,0.0,1,0,0,0.583333333
0.05987769,0.0,1,-1,-1,0.85
0.035847716,0.0,1,-1,0,0.45
0.116161756,0.0,0,-1,0,0.783333333
-0.03478033,0.0,0,-1,0,0.716666667
0.30085292,0.0,1,-1,0,0.56
0.41833866,0.0,0,-1,0,0.76
0.024835313,0.0,0,-1,0,0.683333333
-0.02847659,0.0,1,-1,0,0.516666667
0.017507132,0.0,1,-1,0,0.6666666666666666
0.008800279,0.0,-1,-1,-1,0.85
0.041736126,0.0,0,-1,0,0.6333333333333333
0.42967087,0.0,0,-1,1,0.9366666666666666
0.20697205,0.0,-1,-1,-1,0.85
0.021317014,0.0,1,-1,0,0.3999999999999999
0.24867511,0.0,0,-1,0,0.703333333
0.044875897,0.0,-1,-1,0,0.38
0.1473964,0.0,0,-1,0,0.65
0.10744643,0.0,0,-1,0,0.85
0.045349445,0.0,-1,-1,-1,0.473333333
-0.02847659,0.0,1,-1,0,0.7166666666666667
0.038029455,0.0,1,-1,0,0.3499999999999999
0.14623767,0.0,1,0,0,0.273333333
0.21109709,0.0,-1,-1,-1,0.483333333
0.2689129,0.0,0,-1,0,0.683333333
0.26528418,0.0,0,-1,0,0.683333333
0.28906026,0.0,1,-1,0,0.65
0.15318766,0.0,0,-1,0,0.7600000000000001
0.26955086,0.0,0,-1,0,0.75
0.032055832,0.0,0,-1,0,0.383333333
0.062068526,0.0,0,0,0,0.65
0.045349445,0.0,-1,-1,-1,0.85
0.03128174,0.0,0,-1,0,0.85
-0.01662821,0.0,0,-1,0,0.716666667
0.23279925,0.0,1,-1,0,0.65
0.1764004,0.0,0,-1,0,0.34
0.024835313,0.0,1,-1,0,0.7433333333333333
0.044875897,0.0,1,0,0,0.55
0.023681022,0.0,0,-1,0,0.85
0.062068526,0.0,1,-1,0,0.85
0.26741293,0.0,0,-1,2,0.85
-0.100579485,0.0,1,-1,0,0.7166666666666667
0.03128174,0.0,0,-1,0,0.65
0.27635202,0.0,0,-1,-1,0.65
0.16193905,0.0,0,-1,0,0.35
0.07708632,0.0,0,-1,0,0.85
0.023681022,0.0,1,0,0,0.65
0.2604628,0.0,1,-1,0,0.7833333333333333
0.19376118,0.0,0,-1,0,0.583333333
0.05987769,0.0,0,-1,-1,0.683333333
-0.100579485,0.0,1,0,0,0.683333333
0.3275826,0.0,0,-1,1,0.65
0.23531505,0.0,0,-1,0,0.716666667
0.026869461,0.0,1,-1,-1,0.683333333
0.21260533,0.0,1,-1,-1,0.783333333
0.4193989,0.0,0,-1,1,0.65
0.020289632,0.0,0,-1,0,0.433333333
0.019399567,0.0,0,-1,0,0.35
0.1862213,0.0,0,-1,0,0.35
-0.01772029,0.0,-1,-1,0,0.65
0.12193461,0.0,0,-1,0,0.92
0.017507132,0.0,0,-1,0,0.373333333
0.33048955,0.0,0,0,0,0.59
0.36087686,0.0,1,-1,1,0.85
0.4584339,0.0,0,-1,-1,0.85
0.10027,0.0,0,-1,0,0.61
0.026869461,0.0,1,-1,-1,0.726666667
-0.00038320245,0.0,0,-1,0,0.816666667
0.008800279,0.0,-1,-1,-1,0.85
-0.02847659,0.0,0,-1,0,0.583333333
0.17245364,0.0,0,-1,0,0.333333333
0.008013582,0.0,0,-1,0,0.5599999999999999
0.09845723,0.0,1,0,0,0.906666667
0.15343936,0.0,0,-1,-1,0.85
-0.01662821,0.0,1,0,0,0.85
0.2828681,0.0,0,-1,0,0.75
0.09548119,0.0,0,-1,-1,0.85
-0.01662821,0.0,1,-1,0,0.816666667
0.06459083,0.0,-1,-1,-1,0.826666667
0.19459039,0.0,1,-1,0,0.693333333
0.41726953,0.0,0,-1,-1,0.85
0.023681022,0.0,0,-1,-1,0.716666667
0.1474519,0.0,1,-1,0,0.85
0.044875897,0.0,1,-1,0,0.61
0.2106769,0.0,1,0,0,0.683333333
-0.100579485,0.0,1,0,0,0.4433333333333333
0.16676116,0.0,0,0,0,0.716666667
-0.100579485,0.0,1,-1,0,0.65
-0.01662821,0.0,0,-1,0,0.716666667
0.008013582,0.0,0,-1,0,0.6833333333333332
0.023681022,0.0,1,1,0,0.85
0.21578889,0.0,0,-1,0,0.75
0.041736126,0.0,0,-1,0,0.57
0.12163991,0.0,0,0,0,0.35
0.22302489,0.0,0,-1,0,0.516666667
0.024835313,0.0,1,-1,0,0.85
0.24872956,0.0,-1,-1,-1,0.85
-0.100579485,0.0,0,0,0,0.783333333
0.17581168,0.0,-1,-1,-1,0.6833333333333332
0.10287209,0.0,0,-1,0,0.383333333
0.18559073,0.0,0,-1,0,0.35
-0.00038320245,0.0,1,-1,0,0.3066666666666666
0.22301823,0.0,0,-1,0,0.383333333
0.24041228,0.0,0,-1,-1,0.716666667
0.034812868,0.0,1,-1,0,0.546666667
0.045349445,0.0,-1,-1,-1,0.85
0.013913022,0.0,1,-1,0,0.683333333
0.08322382,0.0,0,0,0,0.523333333
0.22482681,0.0,-1,-1,0,0.5166666666666667
0.22019082,0.0,1,-1,-1,0.65
0.024835313,0.0,0,-1,0,0.683333333
0.024835313,0.0,0,-1,1,0.716666667
0.020289632,0.0,0,0,0,0.55
0.041736126,0.0,1,0,0,0.45
0.26806247,0.0,0,-1,-1,0.716666667
-0.01772029,0.0,-1,-1,-1,0.516666667
0.02583443,0.0,1,-1,0,0.7833333333333333
0.07527025,0.0,0,-1,0,0.35
0.03128174,0.0,0,-1,0,0.85
0.008013582,0.0,0,0,0,0.65
0.008013582,0.0,1,0,0,0.783333333
0.020289632,0.0,0,-1,0,0.346666667
0.041736126,0.0,0,-1,0,0.65
0.12688631,0.0,0,-1,0,0.376666667
0.19508162,0.0,0,-1,-1,0.85
0.024835313,0.0,1,-1,0,0.783333333
0.055153593,0.0,1,-1,0,0.5333333333333333
0.2512183,0.0,0,0,0,0.85
0.2788952,0.0,0,-1,0,0.316666667
0.18020186,0.0,-1,-1,-1,0.85
0.1237462,0.0,0,-1,0,0.183333333
0.038029455,0.0,1,0,0,0.75
-0.03478033,0.0,0,-1,0,0.793333333
0.3049615,0.0,0,-1,0,0.596666667
0.02583443,0.0,0,-1,0,0.8266666666666667
0.0850343,0.0,0,0,0,0.85
0.2648974,0.0,0,-1,0,0.85
0.19700523,0.0,0,0,0,0.893333333
0.038029455,0.0,1,-1,0,0.583333333
0.17654702,0.0,0,-1,-1,0.783333333
0.0850343,0.0,1,-1,0,0.65
0.13000073,0.0,0,0,0,0.55
-0.01772029,0.0,-1,0,0,0.55
0.020289632,0.0,1,-1,0,0.8033333333333333
0.124554306,0.0,0,0,0,0.45
0.28389743,0.0,0,-1,-1,0.85
0.17592746,0.0,1,-1,0,0.31
0.062068526,0.0,1,-1,0,0.85
0.026869461,0.0,0,-1,-1,0.716666667
-0.100579485,0.0,1,0,0,0.736666667
0.017507132,0.0,0,-1,0,0.716666667
0.08322382,0.0,0,-1,0,0.65
0.16512883,0.0,1,0,0,0.783333333
0.20664689,0.0,0,-1,0,0.793333333
0.024835313,0.0,1,0,0,0.85
-0.02847659,0.0,0,-1,0,0.433333333
0.044875897,0.0,1,-1,0,0.65
0.044875897,0.0,1,-1,1,0.816666667
0.019399567,0.0,0,-1,0,0.35
0.044875897,0.0,0,0,0,0.606666667
0.020289632,0.0,0,-1,0,0.45
0.029759614,0.0,0,-1,0,0.383333333
0.09944059,0.0,0,-1,0,0.716666667
0.044875897,0.0,1,0,0,0.3166666666666666
0.09005765,0.0,0,-1,0,0.416666667
0.13830614,0.0,0,-1,0,0.716666667
0.26114658,0.0,0,-1,0,0.85
-0.01662821,0.0,1,-1,0,0.816666667
0.019399567,0.0,0,-1,0,0.35
0.03128174,0.0,0,-1,0,0.59
0.09664941,0.0,0,-1,0,0.65
0.2999906,0.0,1,-1,0,0.7833333333333333
0.37078905,0.0,1,-1,-1,0.85
0.024835313,0.0,0,-1,0,0.716666667
-0.03478033,0.0,0,-1,0,0.49
0.017507132,0.0,0,0,0,0.45
0.24464518,0.0,1,-1,0,0.333333333
0.06985879,0.0,0,-1,0,0.65
0.3469097,0.0,0,-1,-1,0.783333333
0.08743225,0.0,1,-1,0,0.783333333
0.17910883,0.0,0,-1,0,0.693333333
0.07391801,0.0,1,-1,-1,0.8166666666666668
-0.100579485,0.0,1,-1,0,0.65
0.3360386,0.0,0,0,0,0.65
0.021317014,0.0,1,-1,0,0.3166666666666666
0.059839968,0.0,1,-1,-1,0.816666667
-0.100579485,0.0,-1,0,0,0.85
0.0850343,0.0,0,0,0,0.6933333333333334
0.020289632,0.0,0,-1,0,0.35
0.2625087,0.0,0,-1,0,0.35
0.020504203,0.0,0,-1,0,0.553333333
0.46360782,0.0,0,-1,2,0.85
0.038183805,0.0,0,-1,0,0.35
0.2516609,0.0,0,-1,-1,0.683333333
0.3781099,0.0,0,-1,2,0.75
0.17718333,0.0,-1,-1,-1,0.8266666666666667
0.024835313,0.0,0,-1,0,0.683333333
0.2258981,0.0,-1,-1,-1,0.816666667
0.055153593,0.0,0,-1,0,0.483333333
0.15818796,0.0,-1,-1,1,0.783333333
0.059839968,0.0,1,-1,-1,0.716666667
0.30298468,0.0,0,-1,0,0.816666667
0.019399567,0.0,0,-1,0,0.716666667
0.019399567,0.0,1,-1,0,0.3999999999999999
-0.010831006,0.0,1,0,0,0.7833333333333333
0.026869461,0.0,1,-1,-1,0.416666667
0.18814348,0.0,0,-1,0,0.65
0.055153593,0.0,0,-1,1,0.283333333
0.03128174,0.0,0,-1,0,0.85
0.37692,0.0,-1,0,1,0.816666667
0.19294043,0.0,0,-1,0,0.516666667
0.055153593,0.0,1,-1,0,0.606666
0.055153593,0.0,0,-1,0,0.313333333
0.18427542,0.0,1,-1,0,0.6266666666666666
0.241689,0.0,0,-1,0,0.65
0.27880284,0.0,0,-1,0,0.75
0.11393804,0.0,1,-1,-1,0.85
0.18190712,0.0,0,-1,0,0.35
-0.00038320245,0.0,1,-1,0,0.76
0.059839968,0.0,1,-1,-1,0.65
0.08642739,0.0,0,-1,0,0.35
0.0850343,0.0,0,0,0,0.65
0.008013582,0.0,1,-1,2,0.85
0.12987214,0.0,1,-1,0,0.45
0.1662636,0.0,0,-1,0,0.266666667
0.0850343,0.0,1,-1,0,0.5
0.026869461,0.0,1,-1,-1,0.666666667
0.019399567,0.0,1,-1,0,0.4666666666666666
0.059839968,0.0,0,-1,-1,0.783333333
-0.100579485,0.0,1,-1,0,0.716666667
0.29392064,0.0,1,-1,0,0.783333333
0.0850343,0.0,1,-1,0,0.693333333
0.24010941,0.0,-1,-1,-1,0.85
-0.03478033,0.0,0,-1,2,0.65
0.17772385,0.0,0,-1,0,0.166666667
0.11563197,0.0,0,-1,0,0.76
0.0850343,0.0,1,-1,0,0.423333333
0.044875897,0.0,0,-1,0,0.65
0.008800279,0.0,-1,-1,-1,0.85
-0.03478033,0.0,1,0,0,0.2733333333333334
0.026869461,0.0,0,-1,-1,0.816666667
0.026869461,0.0,0,-1,-1,0.85
0.008800279,0.0,-1,-1,-1,0.85
0.021317014,0.0,1,-1,0,0.2733333333333334
0.13219276,0.0,0,0,0,0.416666667
0.045349445,0.0,-1,-1,-1,0.65
0.07337982,0.0,0,-1,0,0.61
0.27565002,0.0,0,-1,0,0.76
0.0850343,0.0,0,-1,0,0.85
0.1731759,0.0,-1,-1,0,0.35
0.19361919,0.0,0,-1,0,0.793333333
-0.00038320245,0.0,0,-1,0,0.85
-0.02847659,0.0,0,-1,0,0.75
0.05987769,0.0,0,-1,-1,0.65
0.020289632,0.0,1,0,0,0.7266666666666667
0.044875897,0.0,0,-1,0,0.6833333333333332
-0.02847659,0.0,0,-1,0,0.416666667
0.2347284,0.0,0,0,0,0.45
0.4460485,0.0,0,-1,-1,0.85
-0.01772029,0.0,-1,0,0,0.35
0.20625569,0.0,0,-1,0,0.483333333
0.045349445,0.0,-1,-1,-1,0.716666667
0.023681022,0.0,1,0,0,0.816666667
0.25752515,0.0,0,-1,1,0.85
0.059839968,0.0,1,-1,-1,0.65
0.024835313,0.0,1,-1,0,0.85
0.24770407,0.0,0,-1,0,0.85
0.017507132,0.0,0,-1,0,0.65
0.25509304,0.0,0,-1,0,0.65
0.28135407,0.0,0,-1,0,0.65
0.32237753,0.0,0,-1,1,0.6
0.25511986,0.0,0,-1,0,0.783333333
0.132629,0.0,0,-1,0,0.85
0.167797,0.0,-1,-1,0,0.433333333
0.093235746,0.0,0,-1,0,0.3833333333333333
0.05987769,0.0,0,-1,-1,0.65
0.21143174,0.0,1,0,0,0.283333333
0.16962355,0.0,1,-1,0,0.783333333
0.20601015,0.0,0,-1,0,0.793333333
0.05376122,0.0,0,0,0,0.483333333
0.13410054,0.0,0,0,0,0.816666667
0.020289632,0.0,0,-1,0,0.65
-0.03478033,0.0,1,-1,0,0.7166666666666667
0.3745181,0.0,0,-1,0,0.783333333
0.03128174,0.0,0,-1,0,0.62
0.049189232,0.0,1,-1,0,0.546666667
0.20201054,0.0,0,0,0,0.65
0.041736126,0.0,0,-1,2,0.6833333333333332
-0.03478033,0.0,1,0,0,0.716666667
0.062068526,0.0,0,-1,0,0.65
0.017507132,0.0,0,-1,0,0.503333333
0.17646983,0.0,1,-1,0,0.85
0.2108877,0.0,0,-1,0,0.35
0.062068526,0.0,1,-1,0,0.65
0.24063799,0.0,0,-1,-1,0.75
0.045349445,0.0,-1,-1,-1,0.716666667
0.17441693,0.0,1,-1,0,0.65
0.19806764,0.0,0,-1,0,0.48
0.017507132,0.0,1,-1,0,0.5
0.0850343,0.0,1,0,0,0.65
0.13892466,0.0,1,-1,0,0.8766666666666666
0.2786293,0.0,0,-1,0,0.316666667
0.062068526,0.0,1,0,0,0.5499999999999999
0.24595147,0.0,0,-1,0,0.65
-0.00038320245,0.0,1,-1,0,0.85
0.038029455,0.0,1,-1,0,0.4933333333333333
-0.01662821,0.0,0,0,0,0.65
0.026869461,0.0,0,-1,-1,0.65
0.041736126,0.0,1,0,0,0.483333333
0.05987769,0.0,1,-1,-1,0.716666667
0.019399567,0.0,0,-1,0,0.283333333
0.2731253,0.0,1,-1,0,0.783333333
0.008800279,0.0,-1,-1,-1,0.85
0.1886957,0.0,0,-1,0,0.683333333
0.23155458,0.0,1,-1,0,0.75
-0.01662821,0.0,0,-1,0,0.683333333
0.044875897,0.0,1,-1,0,0.6733333333333333
0.021317014,0.0,0,0,0,0.3499999999999999
0.019399567,0.0,1,-1,0,0.7933333333333333
0.062068526,0.0,0,-1,0,0.65
0.28631014,0.0,0,-1,0,0.75
-0.0038754717,0.0,0,-1,0,0.65
0.05987769,0.0,1,-1,-1,0.816666667
0.1817919,0.0,1,-1,-1,0.793333333
0.15090203,0.0,0,-1,0,0.683333333
-0.059452802,0.0,1,-1,0,0.736666667
0.28526956,0.0,1,-1,0,0.65
0.055153593,0.0,1,-1,0,0.3833333333333333
0.060219023,0.0,0,-1,0,0.683333333
0.045349445,0.0,-1,-1,-1,0.783333333
0.03128174,0.0,0,-1,0,0.85
0.11215004,0.0,0,-1,0,0.333333333
-0.03478033,0.0,1,-1,1,0.816666667
-0.01662821,0.0,0,-1,0,0.683333333
0.23707582,0.0,0,-1,0,0.35
0.24188654,0.0,0,-1,0,0.65
0.026869461,0.0,0,-1,-1,0.716666667
0.023681022,0.0,0,-1,0,0.793333333
0.008800279,0.0,-1,-1,-1,0.7166666666666667
0.19455297,0.0,0,-1,0,0.7833333333333333
0.21156369,0.0,0,-1,0,0.716666667
0.05987769,0.0,1,-1,-1,0.7266666666666667
0.21418858,0.0,1,-1,-1,0.7833333333333333
0.045349445,0.0,-1,-1,-1,0.35
0.024835313,0.0,0,-1,0,0.65
0.045349445,0.0,-1,-1,-1,0.716666667
-0.00038320245,0.0,0,-1,0,0.736666667
-0.010831006,0.0,0,-1,0,0.803333333
0.041432213,0.0,-1,-1,0,0.75
0.36262134,0.0,0,-1,-1,0.85
0.19029418,0.0,0,-1,0,0.7166666666666667
0.18339092,0.0,0,-1,0,0.65
0.21532962,0.0,1,-1,-1,0.65
0.20226413,0.0,0,-1,-1,0.85
0.03128174,0.0,1,-1,0,0.85
-0.00038320245,0.0,0,-1,0,0.683333333
0.08807747,0.0,0,-1,-1,0.85
0.24454635,0.0,0,-1,0,0.316666667
0.044875897,0.0,0,-1,0,0.683333333
0.019399567,0.0,1,0,0,0.35
-0.100579485,0.0,0,-1,2,0.783333333
0.21967,0.0,-1,-1,-1,0.383333333
-0.010831006,0.0,0,-1,0,0.65
0.008800279,0.0,-1,-1,-1,0.75
0.20701319,0.0,-1,-1,-1,0.916666667
0.3766527,0.0,1,-1,0,0.783333333
0.19270948,0.0,0,-1,-1,0.783333333
0.2440838,0.0,-1,-1,-1,0.75
0.024835313,0.0,1,0,0,0.783333333
0.08859917,0.0,0,-1,0,0.65
0.038029455,0.0,1,0,0,0.7166666666666667
0.30561203,0.0,-1,-1,-1,0.65
0.045349445,0.0,-1,-1,-1,0.45
-0.00038320245,0.0,0,-1,0,0.716666667
0.038029455,0.0,1,-1,0,0.45
0.008800279,0.0,-1,-1,-1,0.816666667
0.11423911,0.0,0,-1,0,0.626666667
0.22453645,0.0,1,-1,0,0.7833333333333333
0.2624228,0.0,-1,-1,0,0.583333333
0.05987769,0.0,0,-1,-1,0.683333333
0.02583443,0.0,0,-1,0,0.85
0.1458906,0.0,-1,-1,-1,0.883333333
-0.01772029,0.0,-1,0,0,0.083333333
0.062068526,0.0,1,-1,0,0.4333333333333333
0.1759186,0.0,0,-1,0,0.556666667
0.06255979,0.0,0,-1,0,0.453333333
0.041736126,0.0,1,-1,0,0.5666666666666668
0.024835313,0.0,1,-1,0,0.6433333333333334
0.02583443,0.0,0,-1,0,0.35
0.4915781,0.0,-1,-1,-1,0.85
0.044875897,0.0,1,-1,1,0.783333333
0.18572883,0.0,0,-1,0,0.626666667
0.16142836,0.0,0,0,0,0.683333333
0.008013582,0.0,0,-1,1,0.783333333
0.044875897,0.0,1,0,0,0.45
0.19476876,0.0,0,-1,0,0.65
0.055153593,0.0,0,-1,0,0.38
0.041736126,0.0,0,-1,0,0.616666667
0.020289632,0.0,0,-1,0,0.716666667
0.1778164,0.0,0,-1,0,0.65
0.021317014,0.0,1,-1,0,0.65
0.019399567,0.0,1,-1,0,0.65
0.21995084,0.0,0,-1,0,0.65
0.020289632,0.0,0,-1,0,0.716666667
0.0811715,0.0,1,-1,0,0.77
0.3613666,0.0,0,-1,0,0.716666667
0.09239078,0.0,0,-1,0,0.55
0.055153593,0.0,1,-1,0,0.3833333333333333
0.038029455,0.0,0,0,0,0.683333333
0.024835313,0.0,1,-1,0,0.77
0.5156343,0.0,1,-1,1,0.85
0.19262011,0.0,1,-1,0,0.65
-0.01772029,0.0,-1,0,0,0.65
0.12868461,0.0,0,-1,0,0.45
-0.010831006,0.0,-1,0,2,0.85
0.0850343,0.0,0,-1,0,0.726666667
0.39673987,0.0,1,-1,0,0.683333333
0.19702755,0.0,0,-1,0,0.716666667
0.09156916,0.0,0,-1,0,0.65
0.05987769,0.0,0,-1,-1,0.65
0.021317014,0.0,0,-1,0,0.6
0.12457542,0.0,0,-1,0,0.35
0.2165179,0.0,0,-1,0,0.35
0.026869461,0.0,0,-1,-1,0.716666667
0.008013582,0.0,0,-1,0,0.75
-0.02847659,0.0,1,-1,0,0.583333333
0.02583443,0.0,0,-1,0,0.55
0.017507132,0.0,0,-1,0,0.583333333
0.020289632,0.0,0,0,0,0.65
0.055153593,0.0,-1,-1,0,0.716666667
0.045349445,0.0,-1,-1,-1,0.8166666666666668
0.055153593,0.0,1,1,0,0.2166666666666666
0.16249014,0.0,1,-1,0,0.7599999999999999
0.18097028,0.0,0,-1,0,0.62
0.021317014,0.0,0,0,0,0.35
0.13175052,0.0,1,-1,1,0.85
0.019399567,0.0,1,-1,0,0.3499999999999999
0.038029455,0.0,1,-1,0,0.65
-0.01662821,0.0,1,-1,0,0.7166666666666667
0.08981903,0.0,1,-1,1,0.7833333333333333
0.017507132,0.0,1,0,0,0.3166666666666666
0.09800117,0.0,0,-1,0,0.423333333
0.24363849,0.0,0,-1,-1,0.85
0.18258032,0.0,0,-1,0,0.533333333
0.038029455,0.0,0,0,0,0.65
0.038029455,0.0,1,-1,0,0.873333333
0.15263243,0.0,1,-1,0,0.45
-0.03478033,0.0,1,-1,0,0.75
0.2441264,0.0,0,-1,-1,0.85
0.21916234,0.0,0,-1,0,0.35
-0.100579485,0.0,0,-1,0,0.6833333333333332
0.16533963,0.0,-1,-1,0,0.273333333
0.044875897,0.0,1,-1,1,0.5333333333333333
0.21642789,0.0,1,0,0,0.593333333
-0.01772029,0.0,-1,0,0,0.65
0.062068526,0.0,1,-1,0,0.7166666666666667
-0.02847659,0.0,0,-1,0,0.65
-0.03478033,0.0,1,-1,1,0.783333333
0.43079937,0.0,-1,-1,-1,0.85
-0.01772029,0.0,-1,-1,0,0.583333333
0.044875897,0.0,1,-1,0,0.65
0.41406634,0.0,0,-1,0,0.85
-0.00038320245,0.0,1,0,0,0.7166666666666667
0.21355703,0.0,0,-1,0,0.333333333
0.024835313,0.0,1,-1,0,0.716666667
0.24425703,0.0,0,-1,0,0.816666667
-0.01662821,0.0,1,-1,0,0.84
0.18522727,0.0,1,0,0,0.816666667
0.017507132,0.0,1,-1,0,0.65
0.20947826,0.0,0,-1,1,0.803333333
0.27187762,0.0,1,-1,0,0.85
0.019399567,0.0,0,0,0,0.75
0.021317014,0.0,0,-1,0,0.35
0.21285707,0.0,0,-1,0,0.683333333
0.23564178,0.0,1,-1,0,0.7833333333333333
0.026869461,0.0,0,-1,-1,0.716666667
0.08322382,0.0,0,-1,0,0.75
0.20474067,0.0,-1,-1,0,0.346666667
-0.010831006,0.0,1,-1,0,0.7933333333333333
0.52544284,0.0,0,-1,2,0.85
0.027611276,0.0,0,-1,0,0.35
0.36723116,0.0,0,-1,0,0.45
0.021317014,0.0,0,-1,0,0.35
0.024835313,0.0,0,0,1,0.773333333
0.017507132,0.0,1,-1,0,0.416666667
0.08722021,0.0,1,-1,0,0.61
0.16024697,0.0,0,-1,0,0.55
0.021317014,0.0,1,-1,0,0.3499999999999999
0.2059808,0.0,0,-1,1,0.683333333
0.026869461,0.0,0,-1,-1,0.65
0.035233583,0.0,1,0,1,0.793333333
0.17246076,0.0,0,-1,0,0.683333333
0.15967202,0.0,0,-1,-1,0.85
0.46763903,0.0,0,0,2,0.783333333
0.17431603,0.0,0,-1,0,0.383333333
0.017507132,0.0,1,-1,0,0.483333333
0.045349445,0.0,-1,-1,-1,0.75
0.21430936,0.0,0,0,0,0.7166666666666667
-0.01662821,0.0,1,-1,0,0.653333333
0.18802041,0.0,0,-1,0,0.683333333
0.02583443,0.0,1,-1,0,0.76
-0.010831006,0.0,0,0,0,0.8033333333333333
-0.01662821,0.0,1,-1,0,0.876666667
0.02583443,0.0,0,-1,0,0.683333333
-0.01662821,0.0,0,-1,0,0.683333333
0.26042432,0.0,0,-1,0,0.623333333
0.019822048,0.0,1,-1,0,0.523333333
-0.00038320245,0.0,0,-1,3,0.85
0.041736126,0.0,1,-1,1,0.5
0.038650915,0.0,1,-1,0,0.553333333
0.05987769,0.0,0,-1,-1,0.65
0.22083093,0.0,0,-1,0,0.783333333
0.122424744,0.0,0,-1,0,0.483333333
0.038029455,0.0,1,0,0,0.85
0.021317014,0.0,1,-1,0,0.683333333
0.0850343,0.0,0,0,0,0.623333333
0.008800279,0.0,-1,-1,-1,0.7166666666666667
0.0850343,0.0,1,0,0,0.683333
0.26647064,0.0,0,-1,0,0.65
0.026869461,0.0,1,-1,-1,0.846666667
0.04964661,0.0,1,0,0,0.65
0.02583443,0.0,0,-1,-1,0.583333333
0.20166987,0.0,0,-1,0,0.85
0.43296558,0.0,-1,-1,-1,0.623333333
0.30017495,0.0,0,-1,0,0.75
